,company_name,license,items,home,businessPerson,epsProductAddress,businessLicenseNumber,legalPerson,qfManagerName,qualityPerson,rcManagerDepartName,rcManagerUser,xkDate,xkDateStr,xkName
129,苏州瑞雪化妆品有限公司,苏妆20160203,一般液态单元（护发清洁类）；膏霜乳液单元（护肤清洁类）；气雾剂及有机溶剂单元（有机溶剂类）；牙膏单元（牙膏类）,苏州相城经济开发区,贾彩明,苏州相城经济开发区华元路9号,91320507750508436U,贾小龙,江苏省药品监督管理局,陈克新,江苏省药品监督管理局（苏州分局）,江苏省药品监督管理局（苏州分局）,2026-12-15,2021-12-16,钱玲
130,苏州博克企业集团有限公司,苏妆20160011,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）；粉单元（块状粉类、染发类、散粉类）；气雾剂及有机溶剂单元（有机溶剂类）；蜡基单元（蜡基类）,苏州市吴中区甪直镇经济开发区,李君图,苏州市吴中区甪直镇经济开发区,9132050678909121XB,李君图,江苏省药品监督管理局,李博,江苏省药品监督管理局（苏州分局）,江苏省药品监督管理局（苏州分局）负责日常监管的人员,2026-03-14,2021-12-16,钱玲
131,福建金亿文化用品有限公司,闽妆20170002,一般液态单元（啫喱类、护发清洁类）；膏霜乳液单元（护肤清洁类）；粉单元（块状粉类、散粉类）；蜡基单元（蜡基类）,松溪县经济技术开发区,徐文胜,福建省南平市松溪县松源街道办事处经济技术开发区中天路8号,9135072459788424XQ,徐文胜,福建省药品监督管理局,沈金娟,福建省药品监督管理局三明药品稽查办公室,***,2027-01-05,2021-12-16,郑纯
132,丽可研质造（天津）生物科技有限公司,津妆20160057,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）,天津市北辰区天津医药医疗器械产业园京福公路东侧优谷新科园6号楼,郭建颖,天津市北辰区天津医药医疗器械产业园京福公路东侧优谷新科园6号楼,91120113MA05JEJY2E,张燕岭,天津市药品监督管理局,陈鑫海,天津市药品监督管理局,孙欣、王章辉,2026-12-15,2021-12-16,张胜昔
133,天津市兴发美容美发用品有限公司,津妆20160042,一般液态单元（啫喱类、护发清洁类）；膏霜乳液单元（护发类）,北辰区宜兴埠科技园工业区兴中路二区8号,李萍,北辰区宜兴埠科技园工业区兴中路二区8号,91120113724453312X,李仁聪,天津市药品监督管理局,汤海滨,天津市药品监督管理局,孙欣、耿艳,2026-12-15,2021-12-16,张胜昔
134,上海舒尔发化妆品科技有限公司,沪妆20180003,一般液态单元（染烫发类、护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类、染烫发类）***注：不具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市青浦区练塘镇锦才路16号3幢一楼A区、二楼B区,蒋剑锋,上海市青浦区练塘镇锦才路16号3幢一楼A区、二楼B区,91310118MA1JM7WU48,蒋剑锋,上海市药品监督管理局,王建龙,上海市青浦区市场监督管理局,阮华明、吕群良、崔君健、张文静、陆玲瑛、诸美兴,2023-04-03,2021-12-16,赵燕君
135,上海科伊美生物科技股份有限公司,沪妆20170010,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）；蜡基单元（蜡基类#）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区青伟路58号1、2、5幢,苏响,上海市奉贤区青伟路58号1、2、5幢,91310000MA1FL2U38A,花罗娟,上海市药品监督管理局,苏响,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2027-03-20,2021-12-16,赵燕君
136,广西田七家化实业有限公司,桂妆20160034,牙膏单元（牙膏类）,梧州市园区一路 1号第5幢,陈明,广西梧州工业园区一路1号,91450400MA5P59LY2K,陈明,广西壮族自治区药品监督管理局,贤英越,广西壮族自治区药品监督管理局,李芸；廖晓峰,2026-12-15,2021-12-16,李雄科
137,广西龙广滑石开发股份有限公司,桂妆20160033,粉单元（散粉类）,龙胜各族自治县龙胜镇兴龙南路68号,赖银兵,桂林市龙胜县瓢里镇工业集中区,9145030061964802XL,陈桥兴,广西壮族自治区药品监督管理局,阳明干,广西壮族自治区药品监督管理局,费新建；尹强,2026-12-15,2021-12-16,李雄科
138,广西壮美生物科技有限公司,桂妆20160021,一般液态单元(啫喱类);一般液态单元(护发清洁类);一般液态单元(护肤水类);膏霜乳液单元(护发类);膏霜乳液单元(护肤清洁类);,南宁市高新四路9号和泰科技园3栋4楼,乔兴华,南宁市高新四路9号和泰科技园3栋4楼,91450100669728888A,乔兴华,广西壮族自治区药品监督管理局,乔兴华,广西壮族自治区药品监督管理局,覃崇举、韦伟,2026-12-15,2021-12-16,李雄科
139,广西名欧药业有限公司,桂妆20160011,一般液态单元(啫喱类);一般液态单元(护发清洁类);一般液态单元(护肤水类);膏霜乳液单元(护发类);膏霜乳液单元(护肤清洁类);粉单元(散粉类);,钦州市金海湾西大街西郊工业区,许富明,钦州市金海湾西大街西郊工业区,914507000965400438,许富明,广西壮族自治区药品监督管理局,袁荣秀,广西壮族自治区药品监督管理局,孙东科、李其松,2026-10-14,2021-12-16,李雄科
140,广东荣大医疗科技有限公司,粤妆20200034,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广东省东莞市中堂镇潢涌民盈三路6号1栋,刘庆刚,广东省东莞市中堂镇潢涌民盈三路6号1栋2楼、3楼,91441900MA53J6LU8G,刘庆刚,广东省药品监督管理局,赵新,东莞市市场监督管理局,李海燕、黄发德、钟进先,2025-01-20,2021-12-15,苏盛锋
141,汕头市雅威健美肤化学厂有限公司,粤妆20160666,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,汕头市衡山北路十四街区第二工业区,陈敏雄,汕头市衡山北路十四街区第二工业区,914405006175241385,王素贞,广东省药品监督管理局,陈瑞莲,汕头市龙湖区市场监督管理局,由日常监督管理机构指定（Y）,2026-12-14,2021-12-15,苏盛锋
142,苏州博克生物科技股份有限公司,苏妆20170018,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）,太仓市浮桥镇浏家港华苏中路19号,李君图,太仓市浮桥镇浏家港华苏中路19号,913205005939347990,李君图,江苏省药品监督管理局,吴雪华,江苏省药品监督管理局（苏州分局）,江苏省药品监督管理局（苏州分局）负责日常监管的人员,2022-08-13,2021-12-15,钱玲
143,辽宁东宁药业有限公司,辽妆20160023,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）,阜新高新技术产业园区,孔东宁,阜新高新技术产业园区,91210900121558799K,孔东宁,辽宁省食品药品监督管理局,郑睿,阜新市食品药品监督管理局,吴德阳、韩超,2026-12-28,2021-12-15,
144,伊尚（上海）化妆品有限公司,沪妆20160096,气雾剂及有机溶剂单元（有机溶剂类）***注：不具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区四团镇平港路578号,Lu Juan,上海市奉贤区四团镇平港路578号,91310000768360556K,Lu Juan,上海市药品监督管理局,肖兰,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2026-08-02,2021-12-15,赵燕君
145,中云（上海）化妆品有限公司,沪妆20160070,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）；粉单元（散粉类、浴盐类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区南桥镇西渡工业区扶港路1555号10幢1楼,周琴,上海市奉贤区南桥镇西渡工业区扶港路1555号10幢1楼,91310000738144588Y,赖庆宗,上海市药品监督管理局,李奕红,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2026-11-10,2021-12-15,赵燕君
146,佛山科思美创化妆品有限公司,粤妆20210393,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,佛山市三水区乐平镇三溪村民委员会小迳村&ldquo;牛路&rdquo;（土名）C栋综合楼402（住所申报）,张玉环,佛山市三水区乐平镇三溪村民委员会小迳村&ldquo;牛路&rdquo;（土名）C栋综合楼402（住所申报）,91440607MA5761QA5Y,张玉环,广东省药品监督管理局,李焱,/,/,2026-12-13,2021-12-14,苏盛锋
147,广东海堂医药科技有限公司,粤妆20210392,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,珠海市金湾区红旗镇虹晖五路18号2座厂房第四层,范红宝,珠海市金湾区红旗镇虹晖五路18号2座厂房第四层,91440404MA56PTRD5P,范红宝,广东省药品监督管理局,黎全,/,/,2026-12-13,2021-12-14,苏盛锋
148,广东佳洁化妆品有限公司,粤妆20210376,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,英德市英红镇广东顺德清远（英德）经济合作区中南片区A04-02地块第1幢首层,陈流文,广东省英德市英红镇广德园万洋众创城B区1号首层、第三层、第五层,91441881MA5783143R,陈流文,广东省药品监督管理局,许耕绵,英德市市场监督管理局,由日常监督管理机构指定,2026-12-01,2021-12-14,苏盛锋
149,珠海市东部太初化妆品有限公司,粤妆20161761,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,珠海市金湾区红旗镇创业西路12号一层、二层,欧耿发,珠海市金湾区红旗镇创业西路12号一层、二层,91440400707985915B,陈明玉,广东省药品监督管理局,欧丹妮,/,/,2026-12-13,2021-12-14,苏盛锋
150,常州嘉丽宝医疗卫生用品有限公司,苏妆20210045,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）,常州市新北区罗溪镇邱庄村271号,倪云国,常州市新北区罗溪镇邱庄村271号,91320411MA25XY6650,倪云国,江苏省药品监督管理局,臧佳黎,江苏省药品监督管理局（常州检查分局）,江苏省药品监督管理局（常州检查分局）负责日常监管的人员,2026-12-13,2021-12-14,姜伟
151,苏州秀诺光电科技有限公司,苏妆20170005,一般液态单元（啫喱类、护肤水类）；膏霜乳液单元（护肤清洁类）,苏州高新区金庄街60号,魏小斐,苏州高新区金庄街60号,913205057473044089,魏小斐,江苏省药品监督管理局,翁兴根,江苏省药品监督管理局（苏州分局）,江苏省药品监督管理局（苏州分局）负责日常监管的人员,2026-12-13,2021-12-14,钱玲
152,江苏田桥科技实业有限公司,苏妆20160218,一般液态单元（护发清洁类）；膏霜乳液单元（护发类、护肤清洁类）,扬州市生态科技新城杭集镇琼花路4号,陈茜,扬州市生态科技新城杭集镇琼花路4号,91321000MAIMAU6A58,刘贤荣,江苏省药品监督管理局,袁昀,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2026-12-13,2021-12-14,胡春风
153,江阴雅诗丽日化有限公司,苏妆20160193,"一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）；粉单元（块状粉类、散粉类）；蜡基单元（蜡基类）。

该企业具备眼部用护肤类、婴儿和儿童用护肤化妆品生产条件。",江阴市周庄镇长寿永盛路87号,戈士刚,江阴市周庄镇长寿永盛路87号,91320281757954498D,戈士刚,江苏省药品监督管理局,戈彬,江苏省药品监督管理局（无锡检查分局）,王丹、冯佳超,2026-12-22,2021-12-14,张贤
154,福建臻昕美生物科技有限公司,闽妆20190003,一般液态单元（护肤水类）；膏霜乳液单元（护肤清洁类）；粉单元（块状粉类）；蜡基单元（蜡基类）,福建省三明高新技术产业开发区沙县金沙园六三路151号,余平,福建省三明高新技术产业开发区沙县金沙园六三路151号,91350427MA328B550Y,何俊容,福建省药品监督管理局,陈建英,福建省药品监督管理局三明药品稽查办公室,***,2024-07-14,2021-12-14,郑纯
155,辽宁普洁雅生物科技有限公司,辽妆20210013,牙膏单元（牙膏类）,辽宁省锦州市凌海市大凌河工业园区9-1、9-3号,张吉军,辽宁省锦州市凌海市大凌河工业园区9-3号,91210724MA10UJJPX6,张吉军,辽宁省药品监督管理局,周良玉,辽宁省药品监督管理局,辽宁省药品监督管理局稽查七处,2026-12-14,2021-12-14,潘勇
156,天津市圣奥化妆品有限公司,津妆20160043,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）,天津市武清区徐官屯街杨宝公路98号,李红印,天津市武清区徐官屯街杨宝公路98号,91120111722986916W,李富印,天津市药品监督管理局,李富印,天津市药品监督管理局,孙玉江、严纪元,2026-12-13,2021-12-14,张胜昔
157,天津威雅化妆品有限公司,津妆20160041,一般液态单元（护发清洁类、护肤水类、染烫发类）；膏霜乳液单元（护发类、护肤清洁类）；蜡基单元（蜡基类）,津南区辛庄镇白塘口村南（原双鑫工业园区内）,关戎,津南区辛庄镇白塘口村南（原双鑫工业园区内）,91120112789388742D,王艳,天津市药品监督管理局,冯家佳,天津市药品监督管理局,孙闺芳、李婧涵,2026-12-13,2021-12-14,张胜昔
158,天津市万紫千红生物科技有限责任公司,津妆20160034,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）；蜡基单元（蜡基类）,天津市西青区杨柳青镇精成路12号,张善庚,天津市西青区杨柳青镇精成路12号,911201110612108531,张善庚,天津市药品监督管理局,李萍,天津市药品监督管理局,林金鹏、韩升梅,2026-12-13,2021-12-14,张胜昔
159,天津开发区梦莎化妆品有限公司,津妆20160031,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）,天津开发区第一大街晓园路3号A209,臧亮,天津市津南区白万公路双鑫工业园区5号厂房,91120116700409675H,臧亮,天津市药品监督管理局,臧亮,天津市药品监督管理局,李婧涵、孙闺芳,2026-12-13,2021-12-14,张胜昔
160,天津嘉氏堂科技有限公司,津妆20160029,一般液态单元（啫喱类、护肤水类）；膏霜乳液单元（护肤清洁类）,天津经济技术开发区现代产业区衡山路453号,李红艳,天津开发区天大科技园B9楼二层；天津经济技术开发区现代产业区衡山路453号,911201166847378546,李红艳,天津市药品监督管理局,万园,天津市药品监督管理局,马小溪 孙静,2026-12-13,2021-12-14,张胜昔
161,科丝美诗（中国）化妆品有限公司,沪妆20160021,"1.一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）；蜡基单元（蜡基类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件；
2.一般液态单元（护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#）；粉单元（散粉类、块状粉类）；蜡基单元（蜡基类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件",上海市工业综合开发区陈桥路1568号,崔京,地址1.上海市工业综合开发区陈桥路1568号；地址2.上海市奉贤区肖南路529号,9131000076694315XD,LEE KYUNGSOO,上海市药品监督管理局,陈兵团,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2026-09-25,2021-12-14,赵燕君
162,浙江硕而博科技股份有限公司,浙妆20210060,一般液态单元；膏霜乳液单元（具体产品类别见副本）***,浙江省温州市瓯海区浙江省温州市瓯海区新桥街道高翔工业区大庆路2号,李旭宇,浙江省温州市瓯海区新桥街道高翔工业区大庆路2号***,91330304MA2867JN9B,刘丽莉,浙江省药品监督管理局,楼鹏,无,无,2026-12-12,2021-12-13,无
163,汕头市洺辉日化有限公司,粤妆20210388,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,汕头市潮南区司马浦镇塭美村九斗工业区九街1号,林杨辉,汕头市潮南区司马浦镇塭美村九斗工业区九街1号,91440514MA573TFA58,林杨辉,广东省药品监督管理局,洪楚坚,汕头市潮南区市场监督管理局,由日常监督管理机构指定（F）,2026-12-12,2021-12-13,苏盛锋
164,江苏聚源医疗技术有限公司,苏妆20190026,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类）,江苏省靖江市工农路399号,邹朝晖,江苏省靖江市工农路399号,91321282MA1YW5TM2J,邹朝晖,江苏省药品监督管理局,张军,江苏省药品监督管理局泰州检查分局,易毅仁、唐慧鑫,2024-10-15,2021-12-13,唐龙础
165,江苏宝洁有限公司,苏妆20160037,一般液态单元（护发清洁类）；膏霜乳液单元（护发类、护肤清洁类）,太仓市通港东路88号,谭慧明,太仓市通港东路88号,91320585560314411A,Matthew Stuart Price(马睿思),江苏省药品监督管理局,王鹤天,江苏省药品监督管理局（苏州分局）,江苏省药品监督管理局（苏州分局）负责日常监管的人员,2026-03-23,2021-12-13,钱玲
166,福建好家景日化有限公司,闽妆20210002,一般液态单元（啫喱类#、护发清洁类、护肤水类#）；膏霜乳液单元（护肤清洁类#）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,福建省龙海市浮宫镇圳兴路18号F幢101室,李莹,龙海市浮宫镇圳兴路18号融合园D幢,91350681MA34Q8JHXT,林家辉,福建省药品监督管理局,罗艳华,福建省药品监督管理局厦门药品稽查办公室,***,2026-04-12,2021-12-13,郑纯
167,贵州北盘江生物科技有限公司,贵妆20210001,一般液态单元（护发清洁类）；膏霜乳液单元（护肤清洁类）,贵州省黔西南布依族苗族自治州贞丰县永丰街道办后坡林场（原采种基地办公大楼）,王娜娜,贵州省黔西南布依族苗族自治州贞丰县永丰街道办后坡林场（原采种基地办公大楼）,915223263142986201,王娜娜,贵州省药品监督管理局,龙行勇,贞丰县市场监督管理局,黄兴隆、何艳,2026-04-05,2021-12-13,王训伟
168,南宁大旭美化妆品有限公司,桂妆20160030,一般液态单元（护发清洁类）；膏霜乳液单元（护发类）；气雾剂及有机溶剂单元（有机溶剂类）,南宁市高新区工业园科德路2号科莱楼南楼1楼,高启朋,南宁市高新区工业园科德路2号科莱楼南楼1楼,91450100771701358L,高启朋,广西壮族自治区药品监督管理局,李树新,广西壮族自治区药品监督管理局,覃崇举、韦伟,2026-12-12,2021-12-13,李雄科
169,广州市白云区伊贝诗精细化妆品厂,粤妆20210391,一般液态单元（护发清洁类、护肤水类、染烫发类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类、染烫发类）,广州市白云区太和镇夏良东路 13 号（自主申报）,方明超,广州市白云区太和镇夏良东路13号1栋,9144010176612826XT,方明超,广东省药品监督管理局,朱志毅,广州市白云区太和市场监管所,/,2026-12-09,2021-12-10,苏盛锋
170,广州市理蓝生物科技有限公司,粤妆20210390,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区均禾街织萝村路三横路2号1栋2-4层,李强,广州市白云区均禾街织萝村路三横路2号1栋2-5层,91440101MA9Y44XU2D,李强,广东省药品监督管理局,邓灿辉,广州市白云区均禾市场监管所,/,2026-12-09,2021-12-10,苏盛锋
171,广州哚哚化妆品有限公司,粤妆20210389,粉单元（散粉类、块状粉类）；蜡基单元（蜡基类）,广州市白云区人和镇南方村工业大道二号B栋第四层、第五层,周永适,广州市白云区人和镇南方村工业大道二号B栋第四层、第五层,91440111353505514U,周永适,广东省药品监督管理局,刘巍,广州市白云区人和市场监管所,/,2026-12-09,2021-12-10,苏盛锋
172,广东顺淇生物科技有限公司,粤妆20210387,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,新兴县新城镇万洋大道2号一期003地块15幢201-301号生产车间,陈道友,广东省云浮市新兴县新城镇万洋大道2号一期003地块15幢301号生产车间,91445321MA5417K87A,陈道友,广东省药品监督管理局,陈赞,新兴县市场监督管理局,张新德、羊秋秋,2026-12-09,2021-12-10,苏盛锋
173,科奕美（广州）健康产业有限公司,粤妆20210368,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；粉单元（散粉类、浴盐类）；蜡基单元（蜡基类）,广州市白云区白云湖街夏花一路277号之7栋301室,张敏,广州市白云区白云湖街夏花一路277号之七2、3、4楼,91440101MA9ULNLK5H,张敏,广东省药品监督管理局,钟小妹,/,日常监管机构指定,2026-11-21,2021-12-10,苏盛锋
174,广东元恩生物科技有限公司,粤妆20210224,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,佛山市三水区乐平镇西乐大道东39号登骏数码城二期厂房B3号204A（住所申报）,徐慧,佛山市三水区乐平镇西乐大道东39号登骏数码城二期厂房B3号202A、204A,91440607MA55WXPL66,李飞,广东省药品监督管理局,陈镇周,/,/,2026-08-12,2021-12-10,苏盛锋
175,广州凯源日化有限公司,粤妆20210088,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市增城区宁西街新耀北路33号（增城经济技术开发区核心区内）,蒋治国,广州市增城区宁西街新耀北路33号A1栋二楼B区、二楼夹层B区、三楼,91440101MA5D4MHQ06,蓝兴业,广东省药品监督管理局,武光荣,/,/,2026-03-25,2021-12-10,苏盛锋
176,广州市有趣生物医药研究院有限公司,粤妆20190292,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区太和镇龙归南岭南业八横路16号（自主申报）,周枫,广州市白云区太和镇龙归南岭南业八横路16号A座和C座二楼（自主申报）,91440101MA5CUQWW7K,袁小杰,广东省药品监督管理局,钟肖冰,白云区局太和市场监管所,监管机构指定人员,2024-12-24,2021-12-10,苏盛锋
177,广州修耐生物科技有限公司,粤妆20190284,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区太和镇南村蓝穗二横路1号三楼、四楼（自主申报）,巫仕新,广州市白云区太和镇南村蓝穗二横路1号三楼、四楼（自主申报）,91440101MA59EQ247T,巫仕新,广东省药品监督管理局,徐凯帆,白云区局太和市场监管所,日常监管机构指定,2024-12-15,2021-12-10,苏盛锋
178,广州婷雅丽生物科技有限公司,粤妆20190228,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市花都区花山镇启源大道6号4栋201房,田卫,广州市花都区花山镇启源大道6号4栋201房,91440101MA5CPHRE6F,田卫,广东省药品监督管理局,王钜耀,花都区局花山市场监管所,日常监管机构指定,2024-10-14,2021-12-10,苏盛锋
179,广州金瑞祥生物技术有限公司,粤妆20190126,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区嘉禾街新石路901号C栋4楼（自主申报）,陈方圆,广州市白云区嘉禾街新石路901号C栋4楼（自主申报）,91440101MA5CPLNB74,陈方圆,广东省药品监督管理局,黄胜坚,白云区局嘉禾市场监管所,日常监管机构指定,2024-07-04,2021-12-10,苏盛锋
180,广州蔻美化妆品科技有限公司,粤妆20170421,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区人和镇秀水村木龙潭路18号,王双元,广州市白云区人和镇秀水村木龙潭路18号,91440111MA59ANKF16,王艳芝,广东省药品监督管理局,胡红,白云区局人和食品药品监督管理所,郭占恒、黄建新,2026-12-09,2021-12-10,苏盛锋
181,广州科缇生物科技有限公司,粤妆20170372,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州经济技术开发区永丰路2号A栋2楼,方永生,广州经济技术开发区永丰路2号A栋2楼,91440101MA59F7A765,方永生,广东省药品监督管理局,代文成,开发区市场和质量监督管理局,罗宏彪、刘斌,2026-12-09,2021-12-10,苏盛锋
182,广州市荟源生物科技有限公司,粤妆20170329,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市花都区新雅街邦盛二路1号之6栋501,李凯,广州市花都区新雅街邦盛二路1号之6栋501,91440101MA59HGCFXG,李凯,广东省药品监督管理局,田玉鑫,花都区局新雅食品药品监管所,危兆志、赵春云,2026-12-09,2021-12-10,苏盛锋
183,广州市韩术化妆品有限公司,粤妆20170290,一般液态单元（护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类）；粉单元（散粉类）,广州市白云区唐阁南路16号、24号厂房2、3楼,黄晨玥,广州市白云区唐阁南路16号、24号厂房2、3楼,914401013045968436,黄晨玥,广东省药品监督管理局,陈建新,白云区局石井食品药品监督管理所,李杏媛、骆健洪,2026-12-09,2021-12-10,苏盛锋
184,广州市九叶化妆品有限公司,粤妆20170234,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；牙膏单元（牙膏类）,广州市白云区太和镇夏良村沙田工业区龙良路3号,叶铭富,广州市白云区太和镇夏良村沙田工业区龙良路3号,914401116718381975,叶铭富,广东省药品监督管理局,邓攀,白云区局太和食品药品监督管理所,日常监管机构指定,2026-10-08,2021-12-10,苏盛锋
185,广州市锦致精细化工有限公司,粤妆20170130,一般液态单元（护发清洁类、护肤水类、染烫发类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类、染烫发类）,广州市白云区钟落潭镇金盆永福路37号,胡建军,广州市白云区钟落潭镇金盆永福路37号,914401117837615348,胡建军,广东省药品监督管理局,宋杰,白云区局钟落潭市场监管所,日常监管机构指定,2026-08-29,2021-12-10,苏盛锋
186,广州市佳桐化妆品有限公司,粤妆20160241,一般液态单元（染烫发类）；膏霜乳液单元（染烫发类）,广州市白云区人和镇大巷村同兴大街3号（空港白云）,吴辉军,广州市白云区人和镇大巷村同兴大街3号,91440111MA59AJDQ60,吴辉军,广东省药品监督管理局,李天宇,白云区局人和食品药品监督管理所,郭占恒、黄建新,2024-09-02,2021-12-10,苏盛锋
187,辽宁帝东医药生物工程有限公司,辽妆20190006,一般液态单元（护肤水类）；膏霜乳液单元（护肤清洁类）,辽宁省本溪经济技术开发区香槐路69号,王延林,辽宁省本溪经济技术开发区香槐路69-2栋1至2层1号,91210500MA0UQCX76N,王延林,辽宁省药品监督管理局,刘金凤,辽宁省药品监督管理局,辽宁省药品监督管理局稽查五处,2024-06-09,2021-12-10,潘勇
188,延吉市新兴卫生材料厂,吉20210001,一般液态单元(啫喱类),长春市南关区,DFDFDF,SDFSDFSDF,91222401339918400L,于东航,DFDFDF,FSSDFDF,无,无,2026-12-09,2021-12-10,吉林省药品监督管理局
189,汕头市雅蜜实业有限公司,粤妆20161672,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；蜡基单元（蜡基类）,汕头市潮南区峡山洋内工业区,郭介衡,汕头市潮南区峡山洋内工业区1号,91440514714811964M,郭介衡,广东省药品监督管理局,李绪泽,汕头市潮南区市场监督管理局,由日常监督管理机构指定（F),2026-12-08,2021-12-09,苏盛锋
190,重庆宝滋堂生物科技开发有限公司,渝妆20160016,粉单元（散粉类）；气雾剂及有机溶剂单元（有机溶剂类）,重庆市沙坪坝区张家湾14号地块上桥工业园号,蒋晓东,重庆市沙坪坝区张家湾14号地块上桥工业园号,915001060723026494,蒋晓东,重庆市药品监督管理局,于海洋,重庆市药品监督管理局检查二局,雷宇 张学军,2026-12-08,2021-12-09,赵勇
191,厦门科林丝日化有限公司,闽妆20160030,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）；粉单元（块状粉类、浴盐类）；蜡基单元（蜡基类）,厦门市集美区天凤路228号（厂房）第四层101,郭江成,厦门市集美区天凤路228号（厂房）第四层,913502116930403705,郭江成,福建省药品监督管理局,陈惠仁,福建省药品监督管理局厦门药品稽查办公室,***,2026-12-12,2021-12-09,郑纯
